Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,35.753334045410156,35.98666763305664,35.723331451416016,35.939998626708984,33.64733123779297,1923900
2020-01-03,35.65999984741211,36.15999984741211,35.58000183105469,36.09333419799805,33.7908821105957,2164800
2020-01-06,35.93000030517578,36.086666107177734,35.630001068115234,36.06999969482422,33.76904296875,2155200
2020-01-07,36.0,36.086666107177734,35.46333312988281,35.473331451416016,33.21044158935547,1673100
2020-01-08,35.503334045410156,35.6533317565918,35.08000183105469,35.276668548583984,33.02631759643555,3501000
2020-01-09,35.42333221435547,35.96333312988281,35.33000183105469,35.78333282470703,33.50065231323242,1590000
2020-01-10,35.91666793823242,35.95000076293945,35.59333419799805,35.61333465576172,33.34151077270508,1281900
2020-01-13,35.66666793823242,35.84333419799805,35.61000061035156,35.6966667175293,33.419525146484375,1184400
2020-01-14,35.753334045410156,35.753334045410156,35.44333267211914,35.516666412353516,33.25100326538086,2115600
2020-01-15,35.46666717529297,36.06999969482422,35.46666717529297,35.95333480834961,33.65981674194336,1869600
2020-01-16,36.186668395996094,36.21333312988281,35.926666259765625,36.10333251953125,33.80024719238281,3255900
2020-01-17,36.1533317565918,36.456668853759766,36.0099983215332,36.436668395996094,34.11231994628906,2372400
2020-01-21,36.37333297729492,36.71666717529297,36.323333740234375,36.41666793823242,34.093589782714844,2201400
2020-01-22,36.459999084472656,36.483333587646484,36.073333740234375,36.380001068115234,34.05926513671875,1757700
2020-01-23,36.349998474121094,36.560001373291016,36.15999984741211,36.543331146240234,34.2121696472168,1449600
2020-01-24,36.5533332824707,36.76333236694336,36.413333892822266,36.73666763305664,34.3931770324707,2087700
2020-01-27,36.37666702270508,36.7599983215332,36.33333206176758,36.59333419799805,34.25899124145508,2938800
2020-01-28,36.61000061035156,37.1966667175293,36.599998474121094,37.04666519165039,34.683406829833984,3175800
2020-01-29,37.383331298828125,38.59000015258789,36.586666107177734,38.4466667175293,35.99409103393555,3825300
2020-01-30,38.41666793823242,38.706668853759766,37.79999923706055,38.6533317565918,36.18757247924805,2971200
2020-01-31,38.616668701171875,38.93333435058594,38.516666412353516,38.81999969482422,36.3436164855957,2736900
2020-02-03,39.09333419799805,39.630001068115234,39.0099983215332,39.26333236694336,36.758663177490234,2156400
2020-02-04,39.64666748046875,40.07666778564453,39.48666763305664,39.55666732788086,37.033287048339844,2600100
2020-02-05,39.746665954589844,39.75,38.633331298828125,38.823333740234375,36.34673309326172,3060600
2020-02-06,39.06999969482422,39.07666778564453,38.5099983215332,38.616668701171875,36.153255462646484,2731800
2020-02-07,38.65666580200195,38.766666412353516,38.08000183105469,38.11000061035156,35.67890930175781,2878200
2020-02-10,38.040000915527344,38.616668701171875,38.003334045410156,38.57666778564453,36.11580276489258,2823900
2020-02-11,38.573333740234375,38.893333435058594,38.22666549682617,38.266666412353516,35.82558059692383,1389000
2020-02-12,38.29999923706055,38.35333251953125,37.64666748046875,38.02000045776367,35.594642639160156,1747800
2020-02-13,38.05666732788086,38.29999923706055,37.983333587646484,38.133331298828125,35.70074462890625,1229400
2020-02-14,38.21333312988281,38.75,38.21333312988281,38.733333587646484,36.262481689453125,1591200
2020-02-18,37.83333206176758,38.720001220703125,37.709999084472656,38.55666732788086,36.097076416015625,3255300
2020-02-19,38.65666580200195,39.11000061035156,38.400001525878906,38.42333221435547,35.972251892089844,2179200
2020-02-20,38.516666412353516,38.599998474121094,37.77333450317383,38.163333892822266,35.72883605957031,2076900
2020-02-21,38.08000183105469,38.483333587646484,37.996665954589844,38.393333435058594,35.94416809082031,7581600
2020-02-24,37.61333465576172,38.473331451416016,37.46333312988281,38.246665954589844,35.80685806274414,3653400
2020-02-25,38.3033332824707,38.439998626708984,37.28333282470703,37.470001220703125,35.07972717285156,2890800
2020-02-26,37.4900016784668,38.220001220703125,37.4900016784668,37.67333221435547,35.27008819580078,2844300
2020-02-27,37.33333206176758,37.503334045410156,35.77333450317383,35.81666564941406,33.531864166259766,4027500
2020-02-28,35.07666778564453,35.150001525878906,33.4900016784668,34.18333435058594,32.002723693847656,6843000
2020-03-02,34.33333206176758,36.78333282470703,34.33333206176758,36.706668853759766,34.36509704589844,3792300
